policy,task_id,split,workload,kind,actions,required_actions,success,answer,expected_answer,cost,route_latency_ms,execution_latency_ms,within_cost_budget,route_exact_match,confidence,rationale,failure_mode
full,test-data_analysis-024,test,data_analysis,direct_literal,use_tool|answer,,True,R024,R024,1.3,0.0953334,0.00115,True,False,0.5810585209480242,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-025,test,data_analysis,aggregate,execute_code|answer,execute_code,True,38,38,1.45,0.12169179999999999,0.0009832,True,True,0.7182141116438215,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-026,test,data_analysis,filtered_sum,decompose|execute_code|answer,decompose|execute_code,True,60,60,1.9,0.2812582,0.0016418,True,True,0.96329212424062,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-027,test,data_analysis,direct_literal,use_tool|answer,,True,R027,R027,1.3,0.09170819999999999,0.0011334000000000001,True,False,0.5834550427681531,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-028,test,data_analysis,aggregate,execute_code|answer,execute_code,True,40,40,1.45,0.1194084,0.0010916,True,True,0.7799848662067629,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-029,test,data_analysis,filtered_sum,decompose|execute_code|answer,decompose|execute_code,True,73,73,1.9,0.2508584,0.001375,True,True,0.9718285487990294,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-030,test,data_analysis,direct_literal,use_tool|answer,,True,R030,R030,1.3,0.094525,0.0010582,True,False,0.564146792933562,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-031,test,data_analysis,aggregate,execute_code|answer,execute_code,True,31,31,1.45,0.11897500000000001,0.0010500000000000002,True,True,0.7753046102052333,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-032,test,data_analysis,filtered_sum,decompose|execute_code|answer,decompose|execute_code,True,87,87,1.9,0.2490584,0.0013916,True,True,0.9649016395374423,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-033,test,data_analysis,direct_literal,use_tool|answer,,True,R033,R033,1.3,0.0937,0.0010416,True,False,0.5804807860467994,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-034,test,data_analysis,aggregate,execute_code|answer,execute_code,True,32,32,1.45,0.1239584,0.0010668000000000001,True,True,0.8135393774167426,calibrated text predictions composed under action and cost budgets,
full,test-data_analysis-035,test,data_analysis,filtered_sum,decompose|execute_code|answer,decompose|execute_code,True,37,37,1.9,0.2624082,0.0013666,True,True,0.9695160175610986,calibrated text predictions composed under action and cost budgets,
full,test-research-000,test,research,direct_literal,use_tool|answer,,True,R000,R000,1.3,0.0950916,0.0010418,True,False,0.5651427533341927,calibrated text predictions composed under action and cost budgets,
full,test-research-001,test,research,research_fact,use_tool|answer,use_tool,True,CODE-101,CODE-101,1.3,0.1280416,0.0016084,True,True,0.9543854846820877,calibrated text predictions composed under action and cost budgets,
full,test-research-002,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Oslo,Oslo,1.75,0.1399,0.0029666000000000002,True,True,0.9735735949333685,calibrated text predictions composed under action and cost budgets,
full,test-research-003,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,active,active,1.95,0.1774084,0.0034916,True,True,0.8250117745145871,calibrated text predictions composed under action and cost budgets,
full,test-research-004,test,research,research_outage,delegate|answer,delegate,True,SP-304,SP-304,1.7,0.1509916,0.0011834,True,True,0.9977006548711119,calibrated text predictions composed under action and cost budgets,
full,test-research-005,test,research,direct_literal,use_tool|answer,,True,R005,R005,1.3,0.09255820000000001,0.0010834,True,False,0.5706654749581742,calibrated text predictions composed under action and cost budgets,
full,test-research-006,test,research,research_fact,use_tool|answer,use_tool,True,CODE-106,CODE-106,1.3,0.12397499999999999,0.0012918,True,True,0.954232624124796,calibrated text predictions composed under action and cost budgets,
full,test-research-007,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Lima,Lima,1.75,0.1372166,0.00215,True,True,0.9737044729529505,calibrated text predictions composed under action and cost budgets,
full,test-research-008,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,completed,completed,1.95,0.168025,0.0014834,True,True,0.8250132854012151,calibrated text predictions composed under action and cost budgets,
full,test-research-009,test,research,research_outage,delegate|answer,delegate,True,SP-309,SP-309,1.7,0.1480832,0.000975,True,True,0.997697322446546,calibrated text predictions composed under action and cost budgets,
full,test-research-010,test,research,direct_literal,use_tool|answer,,True,R010,R010,1.3,0.0951916,0.0010082000000000001,True,False,0.5693120042353004,calibrated text predictions composed under action and cost budgets,
full,test-research-011,test,research,research_fact,use_tool|answer,use_tool,True,CODE-111,CODE-111,1.3,0.125575,0.0011582,True,True,0.941539911091139,calibrated text predictions composed under action and cost budgets,
full,test-research-012,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Montreal,Montreal,1.75,0.13905,0.0018499999999999999,True,True,0.9718198633580557,calibrated text predictions composed under action and cost budgets,
full,test-research-013,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,active,active,1.95,0.1732418,0.0014918000000000002,True,True,0.8077052618644867,calibrated text predictions composed under action and cost budgets,
full,test-research-014,test,research,research_outage,delegate|answer,delegate,True,SP-314,SP-314,1.7,0.147975,0.0009332,True,True,0.9972509259376003,calibrated text predictions composed under action and cost budgets,
full,test-research-015,test,research,direct_literal,use_tool|answer,,True,R015,R015,1.3,0.094475,0.0010165999999999999,True,False,0.5599407345124168,calibrated text predictions composed under action and cost budgets,
full,test-research-016,test,research,research_fact,use_tool|answer,use_tool,True,CODE-116,CODE-116,1.3,0.12649159999999998,0.0011416,True,True,0.9455099269484215,calibrated text predictions composed under action and cost budgets,
full,test-research-017,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Nairobi,Nairobi,1.75,0.1358416,0.0017000000000000001,True,True,0.9725762781719828,calibrated text predictions composed under action and cost budgets,
full,test-research-018,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,completed,completed,1.95,0.16425,0.0014166,True,True,0.8076599420704177,calibrated text predictions composed under action and cost budgets,
full,test-research-019,test,research,research_outage,delegate|answer,delegate,True,SP-319,SP-319,1.7,0.1479,0.0009666,True,True,0.9972858746845948,calibrated text predictions composed under action and cost budgets,
full,test-research-020,test,research,direct_literal,use_tool|answer,,True,R020,R020,1.3,0.09425839999999999,0.001,True,False,0.5603417667533546,calibrated text predictions composed under action and cost budgets,
full,test-research-021,test,research,research_fact,use_tool|answer,use_tool,True,CODE-121,CODE-121,1.3,0.1251834,0.00115,True,True,0.9431859362817648,calibrated text predictions composed under action and cost budgets,
full,test-research-022,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Oslo,Oslo,1.75,0.13671660000000002,0.0016250000000000001,True,True,0.9734223290419752,calibrated text predictions composed under action and cost budgets,
full,test-research-023,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,active,active,1.95,0.163625,0.0013582,True,True,0.8116497928088516,calibrated text predictions composed under action and cost budgets,
full,test-research-024,test,research,research_outage,delegate|answer,delegate,True,SP-324,SP-324,1.7,0.1480166,0.0009668,True,True,0.9974141078873998,calibrated text predictions composed under action and cost budgets,
full,test-research-025,test,research,direct_literal,use_tool|answer,,True,R025,R025,1.3,0.0948832,0.0009834000000000002,True,False,0.5754034061636838,calibrated text predictions composed under action and cost budgets,
full,test-research-026,test,research,research_fact,use_tool|answer,use_tool,True,CODE-126,CODE-126,1.3,0.1230666,0.0011668,True,True,0.9494324163837713,calibrated text predictions composed under action and cost budgets,
full,test-research-027,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Lima,Lima,1.75,0.13556680000000002,0.0016584000000000002,True,True,0.9732272269830289,calibrated text predictions composed under action and cost budgets,
full,test-research-028,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,completed,completed,1.95,0.162375,0.001375,True,True,0.820321990228726,calibrated text predictions composed under action and cost budgets,
full,test-research-029,test,research,research_outage,delegate|answer,delegate,True,SP-329,SP-329,1.7,0.1474166,0.0009668,True,True,0.9973405126240776,calibrated text predictions composed under action and cost budgets,
full,test-research-030,test,research,direct_literal,use_tool|answer,,True,R030,R030,1.3,0.09525,0.001,True,False,0.564146792933562,calibrated text predictions composed under action and cost budgets,
full,test-research-031,test,research,research_fact,use_tool|answer,use_tool,True,CODE-131,CODE-131,1.3,0.12725,0.0012834,True,True,0.9462316879678943,calibrated text predictions composed under action and cost budgets,
full,test-research-032,test,research,research_multihop,decompose|use_tool|answer,decompose|use_tool,True,Montreal,Montreal,1.75,0.1467166,0.0024334,True,True,0.9735342757181553,calibrated text predictions composed under action and cost budgets,
full,test-research-033,test,research,research_conflict,use_tool|verify|answer,use_tool|verify,True,active,active,1.95,0.1657416,0.0017250000000000002,True,True,0.8334690059690116,calibrated text predictions composed under action and cost budgets,
full,test-research-034,test,research,research_outage,delegate|answer,delegate,True,SP-334,SP-334,1.7,0.1472834,0.001075,True,True,0.9972890503695097,calibrated text predictions composed under action and cost budgets,
full,test-research-035,test,research,direct_literal,use_tool|answer,,True,R035,R035,1.3,0.09308340000000001,0.001025,True,False,0.5687796317550117,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-000,test,document_processing,direct_literal,use_tool|answer,,True,R000,R000,1.3,0.0922666,0.0009834000000000002,True,False,0.5651427533341927,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-001,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-001,V-001,1.3,0.199275,0.0118,True,True,0.9999950040900308,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-002,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,79,79,3.1,0.2907,0.00215,True,True,0.9922945277117344,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-003,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2024-04-13,2024-04-13,2.7,0.2506334,0.0028334000000000002,True,True,0.9988342247065747,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-004,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,SW-8004,SW-8004,2.4,0.260975,0.0020834,True,True,0.9782056641324149,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-005,test,document_processing,direct_literal,use_tool|answer,,True,R005,R005,1.3,0.0953834,0.001075,True,False,0.5706654749581742,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-006,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-006,V-006,1.3,0.18545,0.008083400000000001,True,True,0.9999924069707633,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-007,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,77,77,3.1,0.3053916,0.0015834,True,True,0.9892423923137933,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-008,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2026-09-18,2026-09-18,2.7,0.245175,0.0022584,True,True,0.99901093859682,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-009,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,NE-8009,NE-8009,2.4,0.26259160000000004,0.0016666,True,True,0.9797020760275279,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-010,test,document_processing,direct_literal,use_tool|answer,,True,R010,R010,1.3,0.0957082,0.0010500000000000002,True,False,0.5693120042353004,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-011,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-011,V-011,1.3,0.18660000000000002,0.0089084,True,True,0.9999858405070026,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-012,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,65,65,3.1,0.292375,0.0014834,True,True,0.9895279682685384,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-013,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2025-05-23,2025-05-23,2.7,0.25317500000000004,0.0018582000000000002,True,True,0.9985535571221675,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-014,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,CE-8014,CE-8014,2.4,0.2639582,0.0015834,True,True,0.9806236853325788,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-015,test,document_processing,direct_literal,use_tool|answer,,True,R015,R015,1.3,0.09614160000000001,0.0010666,True,False,0.5599407345124168,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-016,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-016,V-016,1.3,0.20707499999999998,0.0022082,True,True,0.9999948433328925,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-017,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,93,93,3.1,0.2910584,0.0016416,True,True,0.9903278747728482,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-018,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2024-01-13,2024-01-13,2.7,0.2506,0.0021000000000000003,True,True,0.9989147664434046,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-019,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,SW-8019,SW-8019,2.4,0.2633918,0.0016332,True,True,0.979108803534611,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-020,test,document_processing,direct_literal,use_tool|answer,,True,R020,R020,1.3,0.0952666,0.0010999999999999998,True,False,0.5603417667533546,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-021,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-021,V-021,1.3,0.1849,0.0017334,True,True,0.9999921264185898,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-022,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,64,64,3.1,0.28955000000000003,0.0015,True,True,0.9918292125717606,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-023,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2026-06-18,2026-06-18,2.7,0.24755,0.0017416,True,True,0.998739663050781,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-024,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,NE-8024,NE-8024,2.4,0.2602834,0.0014834,True,True,0.9796649200114601,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-025,test,document_processing,direct_literal,use_tool|answer,,True,R025,R025,1.3,0.1013666,0.001225,True,False,0.5754034061636838,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-026,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-026,V-026,1.3,0.1804,0.0028918,True,True,0.9999862694177347,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-027,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,70,70,3.1,0.2910084,0.0014500000000000001,True,True,0.9924290907636367,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-028,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2025-02-23,2025-02-23,2.7,0.2508834,0.0019334,True,True,0.9987239599055867,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-029,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,CE-8029,CE-8029,2.4,0.2652666,0.00155,True,True,0.9800863443363207,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-030,test,document_processing,direct_literal,use_tool|answer,,True,R030,R030,1.3,0.0948584,0.001025,True,False,0.564146792933562,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-031,test,document_processing,document_extract,use_tool|answer,use_tool,True,V-031,V-031,1.3,0.1973584,0.0017082,True,True,0.9999948363239931,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-032,test,document_processing,invoice_reconcile,use_tool|execute_code|verify|answer,use_tool|execute_code|verify,True,86,86,3.1,0.292825,0.0014500000000000001,True,True,0.9905361653839929,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-033,test,document_processing,date_normalize,use_tool|delegate|answer,use_tool|delegate,True,2024-07-13,2024-07-13,2.7,0.2528916,0.0018499999999999999,True,True,0.9987378036744066,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-034,test,document_processing,crossfield_check,decompose|use_tool|verify|answer,decompose|use_tool|verify,True,SW-8034,SW-8034,2.4,0.267525,0.0016166,True,True,0.9778452935126282,calibrated text predictions composed under action and cost budgets,
full,test-document_processing-035,test,document_processing,direct_literal,use_tool|answer,,True,R035,R035,1.3,0.0931916,0.0010084,True,False,0.5687796317550117,calibrated text predictions composed under action and cost budgets,
learned_one_shot,test-data_analysis-000,test,data_analysis,direct_literal,use_tool|answer,,True,R000,R000,1.3,0.09260840000000001,0.0010416,True,False,0.5651427533341927,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-001,test,data_analysis,aggregate,execute_code|answer,execute_code,True,36,36,1.45,0.11805000000000002,0.0011084,True,True,0.7372266080698744,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-002,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,131,38,1.45,0.25698319999999997,0.0015,True,False,0.9967283540507166,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-003,test,data_analysis,direct_literal,use_tool|answer,,True,R003,R003,1.3,0.0928832,0.0010168,True,False,0.5814456154781409,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-004,test,data_analysis,aggregate,execute_code|answer,execute_code,True,38,38,1.45,0.1195084,0.0010084,True,True,0.740344432313894,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-005,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,93,26,1.45,0.2234918,0.0011834,True,False,0.988415907104697,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-006,test,data_analysis,direct_literal,use_tool|answer,,True,R006,R006,1.3,0.0930166,0.001,True,False,0.5848613971725652,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-007,test,data_analysis,aggregate,execute_code|answer,execute_code,True,35,35,1.45,0.12155,0.0009916,True,True,0.7386678154306422,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-008,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,108,44,1.45,0.258375,0.0011918,True,False,0.9977216158557931,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-009,test,data_analysis,direct_literal,use_tool|answer,,True,R009,R009,1.3,0.09255820000000001,0.0010082000000000001,True,False,0.5799969241774906,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-010,test,data_analysis,aggregate,execute_code|answer,execute_code,True,36,36,1.45,0.14702500000000002,0.0010082000000000001,True,True,0.7183924054770046,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-011,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,95,53,1.45,0.2588834,0.0012334,True,False,0.9977489396458508,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-012,test,data_analysis,direct_literal,use_tool|answer,,True,R012,R012,1.3,0.0950834,0.0010165999999999999,True,False,0.5692365213251116,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-013,test,data_analysis,aggregate,execute_code|answer,execute_code,True,35,35,1.45,0.119225,0.0010333999999999999,True,True,0.8103346585208161,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-014,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,120,42,1.45,0.2646168,0.001225,True,False,0.9971897262210894,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-015,test,data_analysis,direct_literal,use_tool|answer,,True,R015,R015,1.3,0.100075,0.0010084,True,False,0.5599407345124168,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-016,test,data_analysis,aggregate,execute_code|answer,execute_code,True,39,39,1.45,0.12053339999999998,0.0009832,True,True,0.6991726249151425,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-017,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,105,68,1.45,0.25579999999999997,0.00115,True,False,0.996572669756523,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-018,test,data_analysis,direct_literal,use_tool|answer,,True,R018,R018,1.3,0.0934334,0.001,True,False,0.5751072392653581,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-019,test,data_analysis,aggregate,execute_code|answer,execute_code,True,36,36,1.45,0.1208416,0.0009834000000000002,True,True,0.7230659288018142,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-020,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,112,38,1.45,0.246125,0.00115,True,False,0.994677136080552,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-021,test,data_analysis,direct_literal,use_tool|answer,,True,R021,R021,1.3,0.0938584,0.0009834000000000002,True,False,0.5726874041355436,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-022,test,data_analysis,aggregate,execute_code|answer,execute_code,True,40,40,1.45,0.12365,0.0009916,True,True,0.7884062345190904,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-023,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,110,45,1.45,0.25671659999999996,0.0011834,True,False,0.9970832061736588,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-024,test,data_analysis,direct_literal,use_tool|answer,,True,R024,R024,1.3,0.0946832,0.0009834000000000002,True,False,0.5810585209480242,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-025,test,data_analysis,aggregate,execute_code|answer,execute_code,True,38,38,1.45,0.1218666,0.0010333999999999999,True,True,0.7182141116438215,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-026,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,106,60,1.45,0.2513084,0.0011584,True,False,0.9971970610486689,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-027,test,data_analysis,direct_literal,use_tool|answer,,True,R027,R027,1.3,0.099,0.0012166,True,False,0.5834550427681531,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-028,test,data_analysis,aggregate,execute_code|answer,execute_code,True,40,40,1.45,0.12189160000000002,0.0011416,True,True,0.7799848662067629,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-029,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,106,73,1.45,0.25111659999999997,0.0013,True,False,0.9952033809733198,highest calibrated raw-text operation probability,incorrect_answer
learned_one_shot,test-data_analysis-030,test,data_analysis,direct_literal,use_tool|answer,,True,R030,R030,1.3,0.09615,0.000975,True,False,0.564146792933562,highest calibrated raw-text operation probability,
learned_one_shot,test-data_analysis-031,test,data_analysis,aggregate,execute_code|answer,execute_code,True,31,31,1.45,0.11674999999999999,0.001,True,True,0.7753046102052333,highest calibrated raw-text operation probability,
