policy,task_id,split,workload,kind,actions,required_actions,success,answer,expected_answer,cost,route_latency_ms,execution_latency_ms,within_cost_budget,route_exact_match,confidence,rationale,failure_mode
direct,challenge-data_analysis-015,challenge,data_analysis,direct_literal,answer,,True,R015,R015,0.3,0.0003918,0.0008500000000000001,True,True,0.5,answer directly,
direct,challenge-data_analysis-016,challenge,data_analysis,aggregate,answer,execute_code,False,,37,0.3,0.0004,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-017,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,67,0.3,0.00039160000000000003,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-018,challenge,data_analysis,direct_literal,answer,,True,R018,R018,0.3,0.00039160000000000003,0.0008668,True,True,0.5,answer directly,
direct,challenge-data_analysis-019,challenge,data_analysis,aggregate,answer,execute_code,False,,38,0.3,0.0004,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-020,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,32,0.3,0.0003832,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-021,challenge,data_analysis,direct_literal,answer,,True,R021,R021,0.3,0.00039160000000000003,0.0008918000000000001,True,True,0.5,answer directly,
direct,challenge-data_analysis-022,challenge,data_analysis,aggregate,answer,execute_code,False,,38,0.3,0.0004,0.000375,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-023,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,44,0.3,0.0004,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-024,challenge,data_analysis,direct_literal,answer,,True,R024,R024,0.3,0.00039160000000000003,0.0008916,True,True,0.5,answer directly,
direct,challenge-data_analysis-025,challenge,data_analysis,aggregate,answer,execute_code,False,,39,0.3,0.00042500000000000003,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-026,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,50,0.3,0.0004,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-027,challenge,data_analysis,direct_literal,answer,,True,R027,R027,0.3,0.0004,0.0009084,True,True,0.5,answer directly,
direct,challenge-data_analysis-028,challenge,data_analysis,aggregate,answer,execute_code,False,,35,0.3,0.0004,0.00036679999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-029,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,41,0.3,0.0003832,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-030,challenge,data_analysis,direct_literal,answer,,True,R030,R030,0.3,0.00039160000000000003,0.0008750000000000001,True,True,0.5,answer directly,
direct,challenge-data_analysis-031,challenge,data_analysis,aggregate,answer,execute_code,False,,32,0.3,0.00039160000000000003,0.0003584,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-032,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,58,0.3,0.0003918,0.0003416,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-033,challenge,data_analysis,direct_literal,answer,,True,R033,R033,0.3,0.0003834,0.0008500000000000001,True,True,0.5,answer directly,
direct,challenge-data_analysis-034,challenge,data_analysis,aggregate,answer,execute_code,False,,36,0.3,0.0004084,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-data_analysis-035,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,28,0.3,0.0004084,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-research-000,challenge,research,direct_literal,answer,,True,R000,R000,0.3,0.0003918,0.0008750000000000001,True,True,0.5,answer directly,
direct,challenge-research-001,challenge,research,research_fact,answer,use_tool,False,,CODE-101,0.3,0.0003918,0.0003416,True,False,0.5,answer directly,no_answer
direct,challenge-research-002,challenge,research,research_multihop,answer,decompose|use_tool,False,,Oslo,0.3,0.0004,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-research-003,challenge,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.00039160000000000003,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-research-004,challenge,research,research_outage,answer,delegate,False,,SP-304,0.3,0.00039160000000000003,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-005,challenge,research,direct_literal,answer,,True,R005,R005,0.3,0.00039160000000000003,0.0008834,True,True,0.5,answer directly,
direct,challenge-research-006,challenge,research,research_fact,answer,use_tool,False,,CODE-106,0.3,0.0004,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-research-007,challenge,research,research_multihop,answer,decompose|use_tool,False,,Lima,0.3,0.00040819999999999995,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-008,challenge,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.00039160000000000003,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-009,challenge,research,research_outage,answer,delegate,False,,SP-309,0.3,0.0003918,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-research-010,challenge,research,direct_literal,answer,,True,R010,R010,0.3,0.0003834,0.0008916,True,True,0.5,answer directly,
direct,challenge-research-011,challenge,research,research_fact,answer,use_tool,False,,CODE-111,0.3,0.0004,0.000375,True,False,0.5,answer directly,no_answer
direct,challenge-research-012,challenge,research,research_multihop,answer,decompose|use_tool,False,,Montreal,0.3,0.0004084,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-research-013,challenge,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0004,0.0003584,True,False,0.5,answer directly,no_answer
direct,challenge-research-014,challenge,research,research_outage,answer,delegate,False,,SP-314,0.3,0.0003918,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-research-015,challenge,research,direct_literal,answer,,True,R015,R015,0.3,0.00041660000000000004,0.0008750000000000001,True,True,0.5,answer directly,
direct,challenge-research-016,challenge,research,research_fact,answer,use_tool,False,,CODE-116,0.3,0.0004084,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-research-017,challenge,research,research_multihop,answer,decompose|use_tool,False,,Nairobi,0.3,0.0004,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-018,challenge,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.0003834,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-research-019,challenge,research,research_outage,answer,delegate,False,,SP-319,0.3,0.0004,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-020,challenge,research,direct_literal,answer,,True,R020,R020,0.3,0.0003834,0.0008666,True,True,0.5,answer directly,
direct,challenge-research-021,challenge,research,research_fact,answer,use_tool,False,,CODE-121,0.3,0.0003918,0.0003416,True,False,0.5,answer directly,no_answer
direct,challenge-research-022,challenge,research,research_multihop,answer,decompose|use_tool,False,,Oslo,0.3,0.00040819999999999995,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-research-023,challenge,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0004168,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-research-024,challenge,research,research_outage,answer,delegate,False,,SP-324,0.3,0.00039160000000000003,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-025,challenge,research,direct_literal,answer,,True,R025,R025,0.3,0.0003832,0.0009082,True,True,0.5,answer directly,
direct,challenge-research-026,challenge,research,research_fact,answer,use_tool,False,,CODE-126,0.3,0.0004,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-research-027,challenge,research,research_multihop,answer,decompose|use_tool,False,,Lima,0.3,0.0003834,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-research-028,challenge,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.0003834,0.0003666,True,False,0.5,answer directly,no_answer
direct,challenge-research-029,challenge,research,research_outage,answer,delegate,False,,SP-329,0.3,0.0004084,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-research-030,challenge,research,direct_literal,answer,,True,R030,R030,0.3,0.0003834,0.0008834,True,True,0.5,answer directly,
direct,challenge-research-031,challenge,research,research_fact,answer,use_tool,False,,CODE-131,0.3,0.0003918,0.0003584,True,False,0.5,answer directly,no_answer
direct,challenge-research-032,challenge,research,research_multihop,answer,decompose|use_tool,False,,Montreal,0.3,0.0004,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-research-033,challenge,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.00041660000000000004,0.0003416,True,False,0.5,answer directly,no_answer
direct,challenge-research-034,challenge,research,research_outage,answer,delegate,False,,SP-334,0.3,0.00041660000000000004,0.0003584,True,False,0.5,answer directly,no_answer
direct,challenge-research-035,challenge,research,direct_literal,answer,,True,R035,R035,0.3,0.0004084,0.0008750000000000001,True,True,0.5,answer directly,
direct,challenge-document_processing-000,challenge,document_processing,direct_literal,answer,,True,R000,R000,0.3,0.00039160000000000003,0.000825,True,True,0.5,answer directly,
direct,challenge-document_processing-001,challenge,document_processing,document_extract,answer,use_tool,False,,V-001,0.3,0.0003834,0.0003584,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-002,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,43,0.3,0.0004084,0.0003166,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-003,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2024-04-13,0.3,0.0004,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-004,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,SW-8004,0.3,0.00039160000000000003,0.0003584,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-005,challenge,document_processing,direct_literal,answer,,True,R005,R005,0.3,0.00039160000000000003,0.0008500000000000001,True,True,0.5,answer directly,
direct,challenge-document_processing-006,challenge,document_processing,document_extract,answer,use_tool,False,,V-006,0.3,0.0003832,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-007,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,69,0.3,0.0003832,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-008,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2026-09-18,0.3,0.0003918,0.0003416,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-009,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,NE-8009,0.3,0.0003832,0.0003666,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-010,challenge,document_processing,direct_literal,answer,,True,R010,R010,0.3,0.000375,0.0008666,True,True,0.5,answer directly,
direct,challenge-document_processing-011,challenge,document_processing,document_extract,answer,use_tool,False,,V-011,0.3,0.0004,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-012,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,71,0.3,0.0003832,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-013,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2025-05-23,0.3,0.0003832,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-014,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,CE-8014,0.3,0.0003834,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-015,challenge,document_processing,direct_literal,answer,,True,R015,R015,0.3,0.0003834,0.0008500000000000001,True,True,0.5,answer directly,
direct,challenge-document_processing-016,challenge,document_processing,document_extract,answer,use_tool,False,,V-016,0.3,0.00041660000000000004,0.0003416,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-017,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,64,0.3,0.0003834,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-018,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2024-01-13,0.3,0.000375,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-019,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,SW-8019,0.3,0.0003834,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-020,challenge,document_processing,direct_literal,answer,,True,R020,R020,0.3,0.0003834,0.0008583999999999999,True,True,0.5,answer directly,
direct,challenge-document_processing-021,challenge,document_processing,document_extract,answer,use_tool,False,,V-021,0.3,0.00039160000000000003,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-022,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,92,0.3,0.0004168,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-023,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2026-06-18,0.3,0.0003832,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-024,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,NE-8024,0.3,0.000375,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-025,challenge,document_processing,direct_literal,answer,,True,R025,R025,0.3,0.000375,0.0008583999999999999,True,True,0.5,answer directly,
direct,challenge-document_processing-026,challenge,document_processing,document_extract,answer,use_tool,False,,V-026,0.3,0.00039160000000000003,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-027,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,57,0.3,0.000375,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-028,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2025-02-23,0.3,0.00039160000000000003,0.0003418,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-029,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,CE-8029,0.3,0.00039160000000000003,0.00033319999999999997,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-030,challenge,document_processing,direct_literal,answer,,True,R030,R030,0.3,0.00039160000000000003,0.0008666,True,True,0.5,answer directly,
direct,challenge-document_processing-031,challenge,document_processing,document_extract,answer,use_tool,False,,V-031,0.3,0.0003918,0.00035,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-032,challenge,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,61,0.3,0.0003832,0.0003166,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-033,challenge,document_processing,date_normalize,answer,use_tool|delegate,False,,2024-07-13,0.3,0.0003834,0.000325,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-034,challenge,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,SW-8034,0.3,0.0003918,0.0003334,True,False,0.5,answer directly,no_answer
direct,challenge-document_processing-035,challenge,document_processing,direct_literal,answer,,True,R035,R035,0.3,0.0003832,0.0008668,True,True,0.5,answer directly,
random,challenge-data_analysis-000,challenge,data_analysis,direct_literal,verify|answer,,True,R000,R000,0.95,0.0106584,0.0010416,True,False,0.5,deterministic random route,
random,challenge-data_analysis-001,challenge,data_analysis,aggregate,delegate|answer,execute_code,False,,39,1.7,0.0071082,0.0004917999999999999,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-002,challenge,data_analysis,filtered_sum,verify|answer,decompose|execute_code,False,,82,0.95,0.007008200000000001,0.00045,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-003,challenge,data_analysis,direct_literal,decompose|answer,,True,R003,R003,0.75,0.007016799999999999,0.0009916,True,False,0.5,deterministic random route,
random,challenge-data_analysis-004,challenge,data_analysis,aggregate,decompose|execute_code|delegate|answer,execute_code,True,36,36,3.3,0.00735,0.0014332,True,False,0.5,deterministic random route,
random,challenge-data_analysis-005,challenge,data_analysis,filtered_sum,decompose|delegate|verify|answer,decompose|execute_code,False,,59,2.8,0.0073084,0.0006165999999999999,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-006,challenge,data_analysis,direct_literal,execute_code|delegate|answer,,True,R006,R006,2.85,0.0072168,0.0010916,True,False,0.5,deterministic random route,
random,challenge-data_analysis-007,challenge,data_analysis,aggregate,verify|answer,execute_code,False,,38,0.95,0.007008200000000001,0.00042500000000000003,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-008,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,23,0.3,0.0069166,0.0003584,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-009,challenge,data_analysis,direct_literal,delegate|answer,,True,R009,R009,1.7,0.006933400000000001,0.0009666,True,False,0.5,deterministic random route,
random,challenge-data_analysis-010,challenge,data_analysis,aggregate,answer,execute_code,False,,35,0.3,0.006841600000000001,0.0003584,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-011,challenge,data_analysis,filtered_sum,decompose|use_tool|delegate|answer,decompose|execute_code,False,,66,3.15,0.007274999999999999,0.0007832000000000001,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-012,challenge,data_analysis,direct_literal,decompose|execute_code|verify|answer,,True,R012,R012,2.55,0.0072499999999999995,0.0011084,True,False,0.5,deterministic random route,
random,challenge-data_analysis-013,challenge,data_analysis,aggregate,decompose|use_tool|verify|answer,execute_code,False,,37,2.4,0.007258199999999999,0.000625,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-014,challenge,data_analysis,filtered_sum,answer,decompose|execute_code,False,,56,0.3,0.00685,0.00035820000000000003,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-015,challenge,data_analysis,direct_literal,use_tool|verify|answer,,True,R015,R015,1.95,0.007075,0.0010999999999999998,True,False,0.5,deterministic random route,
random,challenge-data_analysis-016,challenge,data_analysis,aggregate,answer,execute_code,False,,37,0.3,0.006791800000000001,0.0003584,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-017,challenge,data_analysis,filtered_sum,decompose|use_tool|execute_code|answer,decompose|execute_code,True,67,67,2.9,0.0071833999999999995,0.0017084,True,False,0.5,deterministic random route,
random,challenge-data_analysis-018,challenge,data_analysis,direct_literal,decompose|use_tool|answer,,True,R018,R018,1.75,0.0071334,0.0010834,True,False,0.5,deterministic random route,
random,challenge-data_analysis-019,challenge,data_analysis,aggregate,decompose|answer,execute_code,False,,38,0.75,0.006983399999999999,0.00042500000000000003,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-020,challenge,data_analysis,filtered_sum,decompose|answer,decompose|execute_code,False,,32,0.75,0.006991600000000001,0.0004668,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-021,challenge,data_analysis,direct_literal,use_tool|execute_code|answer,,True,R021,R021,2.45,0.007141799999999999,0.001075,True,False,0.5,deterministic random route,
random,challenge-data_analysis-022,challenge,data_analysis,aggregate,use_tool|delegate|answer,execute_code,False,,38,2.7,0.007049999999999999,0.0005918,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-023,challenge,data_analysis,filtered_sum,delegate|answer,decompose|execute_code,False,,44,1.7,0.0069500000000000004,0.0004168,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-024,challenge,data_analysis,direct_literal,answer,,True,R024,R024,0.3,0.0068000000000000005,0.0008750000000000001,True,True,0.5,deterministic random route,
random,challenge-data_analysis-025,challenge,data_analysis,aggregate,use_tool|execute_code|answer,execute_code,True,39,39,2.45,0.007075,0.0012000000000000001,True,False,0.5,deterministic random route,
random,challenge-data_analysis-026,challenge,data_analysis,filtered_sum,decompose|execute_code|answer,decompose|execute_code,True,50,50,1.9,0.007058200000000001,0.0013,True,True,0.5,deterministic random route,
random,challenge-data_analysis-027,challenge,data_analysis,direct_literal,use_tool|execute_code|delegate|answer,,True,R027,R027,3.85,0.007258199999999999,0.0011668,True,False,0.5,deterministic random route,
random,challenge-data_analysis-028,challenge,data_analysis,aggregate,execute_code|delegate|verify|answer,execute_code,True,35,35,3.5,0.0072666,0.0011334000000000001,True,False,0.5,deterministic random route,
random,challenge-data_analysis-029,challenge,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,94,41,1.45,0.0069332000000000005,0.0012584,True,False,0.5,deterministic random route,incorrect_answer
random,challenge-data_analysis-030,challenge,data_analysis,direct_literal,answer,,True,R030,R030,0.3,0.0067834,0.0008832,True,True,0.5,deterministic random route,
random,challenge-data_analysis-031,challenge,data_analysis,aggregate,decompose|delegate|answer,execute_code,False,,32,2.15,0.0083082,0.0005084,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-032,challenge,data_analysis,filtered_sum,decompose|use_tool|execute_code|answer,decompose|execute_code,True,58,58,2.9,0.00735,0.0015084,True,False,0.5,deterministic random route,
random,challenge-data_analysis-033,challenge,data_analysis,direct_literal,answer,,True,R033,R033,0.3,0.006858400000000001,0.0008832,True,True,0.5,deterministic random route,
random,challenge-data_analysis-034,challenge,data_analysis,aggregate,use_tool|verify|answer,execute_code,False,,36,1.95,0.007075,0.0005584,True,False,0.5,deterministic random route,no_answer
random,challenge-data_analysis-035,challenge,data_analysis,filtered_sum,verify|answer,decompose|execute_code,False,,28,0.95,0.006933400000000001,0.00042500000000000003,True,False,0.5,deterministic random route,no_answer
random,challenge-research-000,challenge,research,direct_literal,decompose|verify|answer,,True,R000,R000,1.4,0.007149999999999999,0.0010084,True,False,0.5,deterministic random route,
random,challenge-research-001,challenge,research,research_fact,decompose|execute_code|answer,use_tool,False,,CODE-101,1.9,0.007016799999999999,0.0005334000000000001,True,False,0.5,deterministic random route,no_answer
random,challenge-research-002,challenge,research,research_multihop,use_tool|execute_code|answer,decompose|use_tool,False,Lab-02,Oslo,2.45,0.007066600000000001,0.0019584,True,False,0.5,deterministic random route,incorrect_answer
random,challenge-research-003,challenge,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.006883200000000001,0.00036679999999999997,True,False,0.5,deterministic random route,no_answer
random,challenge-research-004,challenge,research,research_outage,use_tool|execute_code|verify|answer,delegate,False,,SP-304,3.1,0.0072168,0.000625,True,False,0.5,deterministic random route,use_tool_unavailable
random,challenge-research-005,challenge,research,direct_literal,answer,,True,R005,R005,0.3,0.006908200000000001,0.0009,True,True,0.5,deterministic random route,
random,challenge-research-006,challenge,research,research_fact,use_tool|execute_code|verify|answer,use_tool,True,CODE-106,CODE-106,3.1,0.0072834,0.0015,True,False,0.5,deterministic random route,
random,challenge-research-007,challenge,research,research_multihop,answer,decompose|use_tool,False,,Lima,0.3,0.0069084,0.0003666,True,False,0.5,deterministic random route,no_answer
random,challenge-research-008,challenge,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.0067916,0.0003418,True,False,0.5,deterministic random route,no_answer
random,challenge-research-009,challenge,research,research_outage,decompose|verify|answer,delegate,False,,SP-309,1.4,0.0083,0.0005,True,False,0.5,deterministic random route,no_answer
random,challenge-research-010,challenge,research,direct_literal,use_tool|execute_code|delegate|answer,,True,R010,R010,3.85,0.0073332,0.0011832000000000001,True,False,0.5,deterministic random route,
random,challenge-research-011,challenge,research,research_fact,execute_code|delegate|answer,use_tool,False,,CODE-111,2.85,0.0110834,0.0005082,True,False,0.5,deterministic random route,no_answer
random,challenge-research-012,challenge,research,research_multihop,delegate|answer,decompose|use_tool,False,,Montreal,1.7,0.007000000000000001,0.0004416,True,False,0.5,deterministic random route,no_answer
random,challenge-research-013,challenge,research,research_conflict,decompose|delegate|verify|answer,use_tool|verify,False,,active,2.8,0.0072,0.0006418,True,False,0.5,deterministic random route,no_answer
random,challenge-research-014,challenge,research,research_outage,use_tool|answer,delegate,False,,SP-314,1.3,0.006975,0.0005082,True,False,0.5,deterministic random route,use_tool_unavailable
random,challenge-research-015,challenge,research,direct_literal,decompose|use_tool|answer,,True,R015,R015,1.75,0.008141800000000001,0.0010831999999999999,True,False,0.5,deterministic random route,
random,challenge-research-016,challenge,research,research_fact,use_tool|answer,use_tool,True,CODE-116,CODE-116,1.3,0.0070333999999999995,0.0011416,True,True,0.5,deterministic random route,
random,challenge-research-017,challenge,research,research_multihop,use_tool|answer,decompose|use_tool,False,Lab-17,Nairobi,1.3,0.006925000000000001,0.001375,True,False,0.5,deterministic random route,incorrect_answer
random,challenge-research-018,challenge,research,research_conflict,use_tool|execute_code|delegate|answer,use_tool|verify,False,active,completed,3.85,0.0077832,0.0013416,True,False,0.5,deterministic random route,incorrect_answer
random,challenge-research-019,challenge,research,research_outage,decompose|delegate|verify|answer,delegate,True,SP-319,SP-319,2.8,0.0072666,0.0011334000000000001,True,False,0.5,deterministic random route,
random,challenge-research-020,challenge,research,direct_literal,use_tool|answer,,True,R020,R020,1.3,0.006991600000000001,0.0010418,True,False,0.5,deterministic random route,
random,challenge-research-021,challenge,research,research_fact,answer,use_tool,False,,CODE-121,0.3,0.006866800000000001,0.000375,True,False,0.5,deterministic random route,no_answer
random,challenge-research-022,challenge,research,research_multihop,decompose|answer,decompose|use_tool,False,,Oslo,0.75,0.0070416,0.0005168,True,False,0.5,deterministic random route,no_answer
random,challenge-research-023,challenge,research,research_conflict,execute_code|delegate|verify|answer,use_tool|verify,False,,active,3.5,0.007208399999999999,0.0005916000000000001,True,False,0.5,deterministic random route,no_answer
random,challenge-research-024,challenge,research,research_outage,execute_code|delegate|verify|answer,delegate,True,SP-324,SP-324,3.5,0.0072584,0.0011166000000000001,True,False,0.5,deterministic random route,
random,challenge-research-025,challenge,research,direct_literal,decompose|execute_code|answer,,True,R025,R025,1.9,0.0071334,0.0010500000000000002,True,False,0.5,deterministic random route,
