policy,task_id,split,workload,kind,actions,required_actions,success,answer,expected_answer,cost,route_latency_ms,execution_latency_ms,within_cost_budget,route_exact_match,confidence,rationale,failure_mode
direct,test-data_analysis-025,test,data_analysis,aggregate,answer,execute_code,False,,38,0.3,0.000375,0.0003168,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-026,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,60,0.3,0.00036679999999999997,0.0003082,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-027,test,data_analysis,direct_literal,answer,,True,R027,R027,0.3,0.0003666,0.0007834000000000001,True,True,0.5,answer directly,
direct,test-data_analysis-028,test,data_analysis,aggregate,answer,execute_code,False,,40,0.3,0.000375,0.001225,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-029,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,73,0.3,0.000375,0.000325,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-030,test,data_analysis,direct_literal,answer,,True,R030,R030,0.3,0.0003666,0.0008,True,True,0.5,answer directly,
direct,test-data_analysis-031,test,data_analysis,aggregate,answer,execute_code,False,,31,0.3,0.0003834,0.0003168,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-032,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,87,0.3,0.000375,0.000325,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-033,test,data_analysis,direct_literal,answer,,True,R033,R033,0.3,0.0003666,0.0007915999999999999,True,True,0.5,answer directly,
direct,test-data_analysis-034,test,data_analysis,aggregate,answer,execute_code,False,,32,0.3,0.000375,0.0003084,True,False,0.5,answer directly,no_answer
direct,test-data_analysis-035,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,37,0.3,0.00035,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-research-000,test,research,direct_literal,answer,,True,R000,R000,0.3,0.00035820000000000003,0.0007582,True,True,0.5,answer directly,
direct,test-research-001,test,research,research_fact,answer,use_tool,False,,CODE-101,0.3,0.000375,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-002,test,research,research_multihop,answer,decompose|use_tool,False,,Oslo,0.3,0.0003584,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-003,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0003584,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-004,test,research,research_outage,answer,delegate,False,,SP-304,0.3,0.00039160000000000003,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-005,test,research,direct_literal,answer,,True,R005,R005,0.3,0.00039160000000000003,0.0008083999999999999,True,True,0.5,answer directly,
direct,test-research-006,test,research,research_fact,answer,use_tool,False,,CODE-106,0.3,0.0003832,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-research-007,test,research,research_multihop,answer,decompose|use_tool,False,,Lima,0.3,0.000375,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-research-008,test,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.0003666,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-research-009,test,research,research_outage,answer,delegate,False,,SP-309,0.3,0.000375,0.0002918,True,False,0.5,answer directly,no_answer
direct,test-research-010,test,research,direct_literal,answer,,True,R010,R010,0.3,0.0003584,0.0007915999999999999,True,True,0.5,answer directly,
direct,test-research-011,test,research,research_fact,answer,use_tool,False,,CODE-111,0.3,0.0003834,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-012,test,research,research_multihop,answer,decompose|use_tool,False,,Montreal,0.3,0.0003666,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-research-013,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0003666,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-014,test,research,research_outage,answer,delegate,False,,SP-314,0.3,0.0003584,0.0002834,True,False,0.5,answer directly,no_answer
direct,test-research-015,test,research,direct_literal,answer,,True,R015,R015,0.3,0.0003666,0.0007834000000000001,True,True,0.5,answer directly,
direct,test-research-016,test,research,research_fact,answer,use_tool,False,,CODE-116,0.3,0.00036679999999999997,0.0003084,True,False,0.5,answer directly,no_answer
direct,test-research-017,test,research,research_multihop,answer,decompose|use_tool,False,,Nairobi,0.3,0.00035820000000000003,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-research-018,test,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.00035820000000000003,0.0002918,True,False,0.5,answer directly,no_answer
direct,test-research-019,test,research,research_outage,answer,delegate,False,,SP-319,0.3,0.00036679999999999997,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-research-020,test,research,direct_literal,answer,,True,R020,R020,0.3,0.00036679999999999997,0.000825,True,True,0.5,answer directly,
direct,test-research-021,test,research,research_fact,answer,use_tool,False,,CODE-121,0.3,0.000375,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-022,test,research,research_multihop,answer,decompose|use_tool,False,,Oslo,0.3,0.0003834,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-research-023,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0003832,0.0002918,True,False,0.5,answer directly,no_answer
direct,test-research-024,test,research,research_outage,answer,delegate,False,,SP-324,0.3,0.00036679999999999997,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-research-025,test,research,direct_literal,answer,,True,R025,R025,0.3,0.0003584,0.000775,True,True,0.5,answer directly,
direct,test-research-026,test,research,research_fact,answer,use_tool,False,,CODE-126,0.3,0.0003666,0.0003084,True,False,0.5,answer directly,no_answer
direct,test-research-027,test,research,research_multihop,answer,decompose|use_tool,False,,Lima,0.3,0.0003584,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-research-028,test,research,research_conflict,answer,use_tool|verify,False,,completed,0.3,0.000375,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-research-029,test,research,research_outage,answer,delegate,False,,SP-329,0.3,0.00035820000000000003,0.0002918,True,False,0.5,answer directly,no_answer
direct,test-research-030,test,research,direct_literal,answer,,True,R030,R030,0.3,0.0003666,0.0008083999999999999,True,True,0.5,answer directly,
direct,test-research-031,test,research,research_fact,answer,use_tool,False,,CODE-131,0.3,0.0003584,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-research-032,test,research,research_multihop,answer,decompose|use_tool,False,,Montreal,0.3,0.00036679999999999997,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-research-033,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0003584,0.0002918,True,False,0.5,answer directly,no_answer
direct,test-research-034,test,research,research_outage,answer,delegate,False,,SP-334,0.3,0.0003666,0.0002918,True,False,0.5,answer directly,no_answer
direct,test-research-035,test,research,direct_literal,answer,,True,R035,R035,0.3,0.00035,0.0007915999999999999,True,True,0.5,answer directly,
direct,test-document_processing-000,test,document_processing,direct_literal,answer,,True,R000,R000,0.3,0.0003834,0.00075,True,True,0.5,answer directly,
direct,test-document_processing-001,test,document_processing,document_extract,answer,use_tool,False,,V-001,0.3,0.00041660000000000004,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-document_processing-002,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,79,0.3,0.00035820000000000003,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-003,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2024-04-13,0.3,0.0003834,0.0003584,True,False,0.5,answer directly,no_answer
direct,test-document_processing-004,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,SW-8004,0.3,0.0003666,0.0003416,True,False,0.5,answer directly,no_answer
direct,test-document_processing-005,test,document_processing,direct_literal,answer,,True,R005,R005,0.3,0.0003834,0.0008168,True,True,0.5,answer directly,
direct,test-document_processing-006,test,document_processing,document_extract,answer,use_tool,False,,V-006,0.3,0.0003834,0.0003082,True,False,0.5,answer directly,no_answer
direct,test-document_processing-007,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,77,0.3,0.0005666,0.0003334,True,False,0.5,answer directly,no_answer
direct,test-document_processing-008,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2026-09-18,0.3,0.0003918,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-document_processing-009,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,NE-8009,0.3,0.00036679999999999997,0.00029160000000000004,True,False,0.5,answer directly,no_answer
direct,test-document_processing-010,test,document_processing,direct_literal,answer,,True,R010,R010,0.3,0.00035820000000000003,0.0008834,True,True,0.5,answer directly,
direct,test-document_processing-011,test,document_processing,document_extract,answer,use_tool,False,,V-011,0.3,0.00036679999999999997,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-012,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,65,0.3,0.0003584,0.0003082,True,False,0.5,answer directly,no_answer
direct,test-document_processing-013,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2025-05-23,0.3,0.00036679999999999997,0.0003084,True,False,0.5,answer directly,no_answer
direct,test-document_processing-014,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,CE-8014,0.3,0.0003584,0.0003084,True,False,0.5,answer directly,no_answer
direct,test-document_processing-015,test,document_processing,direct_literal,answer,,True,R015,R015,0.3,0.00035820000000000003,0.0008,True,True,0.5,answer directly,
direct,test-document_processing-016,test,document_processing,document_extract,answer,use_tool,False,,V-016,0.3,0.0003666,0.0003168,True,False,0.5,answer directly,no_answer
direct,test-document_processing-017,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,93,0.3,0.000375,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-018,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2024-01-13,0.3,0.0003584,0.000325,True,False,0.5,answer directly,no_answer
direct,test-document_processing-019,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,SW-8019,0.3,0.0003666,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-document_processing-020,test,document_processing,direct_literal,answer,,True,R020,R020,0.3,0.0003666,0.000775,True,True,0.5,answer directly,
direct,test-document_processing-021,test,document_processing,document_extract,answer,use_tool,False,,V-021,0.3,0.000375,0.0003082,True,False,0.5,answer directly,no_answer
direct,test-document_processing-022,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,64,0.3,0.0003666,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-023,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2026-06-18,0.3,0.000375,0.0003168,True,False,0.5,answer directly,no_answer
direct,test-document_processing-024,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,NE-8024,0.3,0.00036679999999999997,0.0003084,True,False,0.5,answer directly,no_answer
direct,test-document_processing-025,test,document_processing,direct_literal,answer,,True,R025,R025,0.3,0.0003584,0.0008083999999999999,True,True,0.5,answer directly,
direct,test-document_processing-026,test,document_processing,document_extract,answer,use_tool,False,,V-026,0.3,0.0003834,0.000325,True,False,0.5,answer directly,no_answer
direct,test-document_processing-027,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,70,0.3,0.0003666,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-028,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2025-02-23,0.3,0.00039160000000000003,0.00035820000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-029,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,CE-8029,0.3,0.0003584,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-030,test,document_processing,direct_literal,answer,,True,R030,R030,0.3,0.00035,0.0008581999999999999,True,True,0.5,answer directly,
direct,test-document_processing-031,test,document_processing,document_extract,answer,use_tool,False,,V-031,0.3,0.0003666,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-032,test,document_processing,invoice_reconcile,answer,use_tool|execute_code|verify,False,,86,0.3,0.0003666,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-033,test,document_processing,date_normalize,answer,use_tool|delegate,False,,2024-07-13,0.3,0.0003584,0.0003166,True,False,0.5,answer directly,no_answer
direct,test-document_processing-034,test,document_processing,crossfield_check,answer,decompose|use_tool|verify,False,,SW-8034,0.3,0.00035,0.00030000000000000003,True,False,0.5,answer directly,no_answer
direct,test-document_processing-035,test,document_processing,direct_literal,answer,,True,R035,R035,0.3,0.00035,0.0008500000000000001,True,True,0.5,answer directly,
random,test-data_analysis-000,test,data_analysis,direct_literal,answer,,True,R000,R000,0.3,0.44565,0.0009832,True,True,0.5,deterministic random route,
random,test-data_analysis-001,test,data_analysis,aggregate,execute_code|delegate|verify|answer,execute_code,True,36,36,3.5,0.0070668,0.0018084,True,False,0.5,deterministic random route,
random,test-data_analysis-002,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,38,0.3,0.0062584,0.00035,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-003,test,data_analysis,direct_literal,decompose|answer,,True,R003,R003,0.75,0.0063916,0.0009417999999999999,True,False,0.5,deterministic random route,
random,test-data_analysis-004,test,data_analysis,aggregate,answer,execute_code,False,,38,0.3,0.0061832,0.0003084,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-005,test,data_analysis,filtered_sum,delegate|answer,decompose|execute_code,False,,26,1.7,0.0062584,0.00039160000000000003,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-006,test,data_analysis,direct_literal,decompose|use_tool|answer,,True,R006,R006,1.75,0.0064832,0.0012083999999999999,True,False,0.5,deterministic random route,
random,test-data_analysis-007,test,data_analysis,aggregate,decompose|execute_code|delegate|answer,execute_code,True,35,35,3.3,0.006825,0.0011416,True,False,0.5,deterministic random route,
random,test-data_analysis-008,test,data_analysis,filtered_sum,decompose|answer,decompose|execute_code,False,,44,0.75,0.0066,0.0005084,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-009,test,data_analysis,direct_literal,use_tool|answer,,True,R009,R009,1.3,0.0064666,0.0009584000000000001,True,False,0.5,deterministic random route,
random,test-data_analysis-010,test,data_analysis,aggregate,decompose|use_tool|delegate|answer,execute_code,False,,36,3.15,0.0067082,0.0006416,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-011,test,data_analysis,filtered_sum,use_tool|delegate|answer,decompose|execute_code,False,,53,2.7,0.0066084,0.0005084,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-012,test,data_analysis,direct_literal,decompose|execute_code|answer,,True,R012,R012,1.9,0.00655,0.0010165999999999999,True,False,0.5,deterministic random route,
random,test-data_analysis-013,test,data_analysis,aggregate,answer,execute_code,False,,35,0.3,0.0063666,0.0003168,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-014,test,data_analysis,filtered_sum,use_tool|delegate|verify|answer,decompose|execute_code,False,,42,3.35,0.0076918,0.0006081999999999999,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-015,test,data_analysis,direct_literal,delegate|answer,,True,R015,R015,1.7,0.0065666000000000006,0.0008666,True,False,0.5,deterministic random route,
random,test-data_analysis-016,test,data_analysis,aggregate,answer,execute_code,False,,39,0.3,0.0064,0.0003166,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-017,test,data_analysis,filtered_sum,verify|answer,decompose|execute_code,False,,68,0.95,0.0064,0.0003834,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-018,test,data_analysis,direct_literal,answer,,True,R018,R018,0.3,0.006325,0.0008,True,True,0.5,deterministic random route,
random,test-data_analysis-019,test,data_analysis,aggregate,decompose|use_tool|execute_code|answer,execute_code,True,36,36,2.9,0.006708400000000001,0.001175,True,False,0.5,deterministic random route,
random,test-data_analysis-020,test,data_analysis,filtered_sum,decompose|use_tool|execute_code|answer,decompose|execute_code,True,38,38,2.9,0.006766800000000001,0.0016832,True,False,0.5,deterministic random route,
random,test-data_analysis-021,test,data_analysis,direct_literal,delegate|answer,,True,R021,R021,1.7,0.0065416,0.0008583999999999999,True,False,0.5,deterministic random route,
random,test-data_analysis-022,test,data_analysis,aggregate,use_tool|delegate|verify|answer,execute_code,False,,40,3.35,0.006675,0.0005668,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-023,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,45,0.3,0.00635,0.0003334,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-024,test,data_analysis,direct_literal,decompose|answer,,True,R024,R024,0.75,0.0064584,0.0008750000000000001,True,False,0.5,deterministic random route,
random,test-data_analysis-025,test,data_analysis,aggregate,answer,execute_code,False,,38,0.3,0.0062918,0.000325,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-026,test,data_analysis,filtered_sum,decompose|answer,decompose|execute_code,False,,60,0.75,0.0064332,0.00042500000000000003,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-027,test,data_analysis,direct_literal,verify|answer,,True,R027,R027,0.95,0.0064,0.0008666,True,False,0.5,deterministic random route,
random,test-data_analysis-028,test,data_analysis,aggregate,use_tool|delegate|verify|answer,execute_code,False,,40,3.35,0.007233399999999999,0.0005582,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-029,test,data_analysis,filtered_sum,answer,decompose|execute_code,False,,73,0.3,0.0063418,0.0003166,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-030,test,data_analysis,direct_literal,decompose|answer,,True,R030,R030,0.75,0.0064584,0.0008666,True,False,0.5,deterministic random route,
random,test-data_analysis-031,test,data_analysis,aggregate,use_tool|verify|answer,execute_code,False,,31,1.95,0.006683400000000001,0.0005250000000000001,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-032,test,data_analysis,filtered_sum,decompose|delegate|answer,decompose|execute_code,False,,87,2.15,0.0065666000000000006,0.0005,True,False,0.5,deterministic random route,no_answer
random,test-data_analysis-033,test,data_analysis,direct_literal,execute_code|delegate|answer,,True,R033,R033,2.85,0.006558400000000001,0.0009249999999999999,True,False,0.5,deterministic random route,
random,test-data_analysis-034,test,data_analysis,aggregate,execute_code|verify|answer,execute_code,True,32,32,2.1,0.0065916,0.001025,True,False,0.5,deterministic random route,
random,test-data_analysis-035,test,data_analysis,filtered_sum,execute_code|answer,decompose|execute_code,False,103,37,1.45,0.0064582,0.0012584,True,False,0.5,deterministic random route,incorrect_answer
random,test-research-000,test,research,direct_literal,answer,,True,R000,R000,0.3,0.00635,0.000825,True,True,0.5,deterministic random route,
random,test-research-001,test,research,research_fact,execute_code|delegate|answer,use_tool,False,,CODE-101,2.85,0.0066416,0.00045840000000000003,True,False,0.5,deterministic random route,no_answer
random,test-research-002,test,research,research_multihop,use_tool|execute_code|verify|answer,decompose|use_tool,False,Lab-02,Oslo,3.1,0.0067168,0.0019582,True,False,0.5,deterministic random route,incorrect_answer
random,test-research-003,test,research,research_conflict,use_tool|execute_code|verify|answer,use_tool|verify,True,active,active,3.1,0.006758200000000001,0.0017250000000000002,True,False,0.5,deterministic random route,
random,test-research-004,test,research,research_outage,decompose|execute_code|verify|answer,delegate,False,,SP-304,2.55,0.0067168,0.0005499999999999999,True,False,0.5,deterministic random route,no_answer
random,test-research-005,test,research,direct_literal,answer,,True,R005,R005,0.3,0.0063750000000000005,0.0008,True,True,0.5,deterministic random route,
random,test-research-006,test,research,research_fact,delegate|answer,use_tool,False,,CODE-106,1.7,0.007124999999999999,0.00039160000000000003,True,False,0.5,deterministic random route,no_answer
random,test-research-007,test,research,research_multihop,execute_code|answer,decompose|use_tool,False,,Lima,1.45,0.0109832,0.0008834,True,False,0.5,deterministic random route,no_answer
random,test-research-008,test,research,research_conflict,use_tool|answer,use_tool|verify,False,active,completed,1.3,0.0095168,0.0012584,True,False,0.5,deterministic random route,incorrect_answer
random,test-research-009,test,research,research_outage,answer,delegate,False,,SP-309,0.3,0.0065166,0.0003584,True,False,0.5,deterministic random route,no_answer
random,test-research-010,test,research,direct_literal,answer,,True,R010,R010,0.3,0.0075334,0.0010418,True,True,0.5,deterministic random route,
random,test-research-011,test,research,research_fact,delegate|answer,use_tool,False,,CODE-111,1.7,0.0065334,0.0004084,True,False,0.5,deterministic random route,no_answer
random,test-research-012,test,research,research_multihop,use_tool|answer,decompose|use_tool,False,Lab-12,Montreal,1.3,0.0064666,0.0013168,True,False,0.5,deterministic random route,incorrect_answer
random,test-research-013,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0064,0.00033319999999999997,True,False,0.5,deterministic random route,no_answer
random,test-research-014,test,research,research_outage,decompose|execute_code|answer,delegate,False,,SP-314,1.9,0.0066334,0.0004917999999999999,True,False,0.5,deterministic random route,no_answer
random,test-research-015,test,research,direct_literal,answer,,True,R015,R015,0.3,0.0063918,0.0008,True,True,0.5,deterministic random route,
random,test-research-016,test,research,research_fact,use_tool|execute_code|answer,use_tool,True,CODE-116,CODE-116,2.45,0.0067082,0.0013918,True,False,0.5,deterministic random route,
random,test-research-017,test,research,research_multihop,decompose|use_tool|delegate|answer,decompose|use_tool,True,Nairobi,Nairobi,3.15,0.0068082,0.0019584,True,False,0.5,deterministic random route,
random,test-research-018,test,research,research_conflict,use_tool|delegate|answer,use_tool|verify,False,active,completed,2.7,0.0066084,0.0010666,True,False,0.5,deterministic random route,incorrect_answer
random,test-research-019,test,research,research_outage,answer,delegate,False,,SP-319,0.3,0.0063834,0.0003416,True,False,0.5,deterministic random route,no_answer
random,test-research-020,test,research,direct_literal,execute_code|delegate|answer,,True,R020,R020,2.85,0.00655,0.0009417999999999999,True,False,0.5,deterministic random route,
random,test-research-021,test,research,research_fact,verify|answer,use_tool,False,,CODE-121,0.95,0.006475,0.0004,True,False,0.5,deterministic random route,no_answer
random,test-research-022,test,research,research_multihop,answer,decompose|use_tool,False,,Oslo,0.3,0.0063416,0.0003168,True,False,0.5,deterministic random route,no_answer
random,test-research-023,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.0062832,0.0003084,True,False,0.5,deterministic random route,no_answer
random,test-research-024,test,research,research_outage,delegate|verify|answer,delegate,True,SP-324,SP-324,2.35,0.0067334000000000005,0.0010834,True,False,0.5,deterministic random route,
random,test-research-025,test,research,direct_literal,verify|answer,,True,R025,R025,0.95,0.0064082,0.0008834,True,False,0.5,deterministic random route,
random,test-research-026,test,research,research_fact,execute_code|delegate|answer,use_tool,False,,CODE-126,2.85,0.0065916,0.00045840000000000003,True,False,0.5,deterministic random route,no_answer
random,test-research-027,test,research,research_multihop,execute_code|answer,decompose|use_tool,False,,Lima,1.45,0.0064,0.00039160000000000003,True,False,0.5,deterministic random route,no_answer
random,test-research-028,test,research,research_conflict,decompose|delegate|verify|answer,use_tool|verify,False,,completed,2.8,0.006991600000000001,0.0006832,True,False,0.5,deterministic random route,no_answer
random,test-research-029,test,research,research_outage,use_tool|verify|answer,delegate,False,,SP-329,1.95,0.0066582,0.0006000000000000001,True,False,0.5,deterministic random route,use_tool_unavailable
random,test-research-030,test,research,direct_literal,answer,,True,R030,R030,0.3,0.006366800000000001,0.0008500000000000001,True,True,0.5,deterministic random route,
random,test-research-031,test,research,research_fact,use_tool|answer,use_tool,True,CODE-131,CODE-131,1.3,0.0065168000000000005,0.0011416,True,True,0.5,deterministic random route,
random,test-research-032,test,research,research_multihop,verify|answer,decompose|use_tool,False,,Montreal,0.95,0.006425,0.00041660000000000004,True,False,0.5,deterministic random route,no_answer
random,test-research-033,test,research,research_conflict,answer,use_tool|verify,False,,active,0.3,0.006325,0.0003416,True,False,0.5,deterministic random route,no_answer
random,test-research-034,test,research,research_outage,verify|answer,delegate,False,,SP-334,0.95,0.019125,0.0004,True,False,0.5,deterministic random route,no_answer
random,test-research-035,test,research,direct_literal,decompose|verify|answer,,True,R035,R035,1.4,0.0065834000000000005,0.000975,True,False,0.5,deterministic random route,
random,test-document_processing-000,test,document_processing,direct_literal,delegate|answer,,True,R000,R000,1.7,0.006558400000000001,0.0008500000000000001,True,False,0.5,deterministic random route,
